section,module,route,file,function_name,ui_trigger,purpose_1line,calls_api,reads_context,writes_context,writes_localStorage,emits_audit_log,emits_notification,guarded_by_permission
catalog-inventory,ProductsAdmin,/admin/products,src/admin/ProductsAdmin.tsx:287,handleBulkReadyToShip,button click,handleBulkReadyToShip action,NONE,products language showToast,-,-,n,y,PRODUCT_VIEW
catalog-inventory,ProductsAdmin,/admin/products,src/admin/ProductsAdmin.tsx:298,handleExportCSV,button click,handleExportCSV action,NONE,products language showToast,-,-,n,y,PRODUCT_VIEW
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:71,fetchPromotionData,button click,fetchPromotionData action,GET /api/promotions/coupons,-,-,-,n,n,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:96,useEffect@96,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:101,handleCopyCode,button click,handleCopyCode action,NONE,showToast,-,-,n,y,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:109,handleToggleStatus,button click,handleToggleStatus action,PUT /api/promotions/coupons/:x,showToast,-,-,n,y,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:128,handleDeleteCoupon,button click,handleDeleteCoupon action,DELETE /api/promotions/coupons/:x,showToast,-,-,n,y,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:147,handleSaveCoupon,form submit,handleSaveCoupon action,PUT /api/promotions/coupons/:x | POST /api/promotions/coupons,showToast,-,-,n,y,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:194,openEditModal,button click,openEditModal action,NONE,-,-,-,n,n,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:219,openCreateModal,button click,openCreateModal action,NONE,-,-,-,n,n,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:244,handleAdjustPointsSubmit,form submit,handleAdjustPointsSubmit action,POST /api/promotions/loyalty/adjust,showToast,-,-,n,y,none
shared-component,PromotionsAdmin,(none),src/admin/PromotionsAdmin.tsx:276,runSimulator,button click,runSimulator action,POST /api/promotions/validate,products,-,-,n,n,none
system-administration,ReportsAdmin,/admin/reports,src/admin/ReportsAdmin.tsx:101,fetchReport,button click,fetchReport action,NONE,showToast,-,-,n,y,REPORT_VIEW
system-administration,ReportsAdmin,/admin/reports,src/admin/ReportsAdmin.tsx:132,useEffect@132,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,REPORT_VIEW
system-administration,ReportsAdmin,/admin/reports,src/admin/ReportsAdmin.tsx:137,openDoc,button click,openDoc action,NONE,orders,-,-,y,n,REPORT_VIEW
system-administration,ReportsAdmin,/admin/reports,src/admin/ReportsAdmin.tsx:148,handleExportCsv,button click,handleExportCsv action,NONE,showToast,-,-,y,y,REPORT_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:207,saveRmaList,called internally,saveRmaList action,NONE,-,-,kisholoy_rma_records,n,n,REFUND_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:283,handleOpenInspection,button click,handleOpenInspection action,NONE,-,-,-,n,n,REFUND_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:291,handleSaveInspection,button click,handleSaveInspection action,NONE,showToast,-,-,y,y,REFUND_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:321,handleOpenRefund,button click,handleOpenRefund action,NONE,-,-,-,n,n,REFUND_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:330,handleExecuteRefund,button click,handleExecuteRefund action,NONE,showToast,-,-,y,y,REFUND_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:365,handleCreateRma,form submit,handleCreateRma action,NONE,orders showToast,-,-,y,y,REFUND_VIEW
unrouted,ReturnsRefundsAdmin,/admin/refunds,src/admin/ReturnsRefundsAdmin.tsx:405,handleExportCsv,button click,handleExportCsv action,NONE,showToast,-,-,n,y,REFUND_VIEW
system-administration,SettingsAdmin,/admin/settings,src/admin/SettingsAdmin.tsx:10,handleSave,form submit,handleSave action,NONE,siteContent showToast,updateSiteContent,-,n,y,SETTINGS_VIEW
sales-operations,ShipmentsAdmin,/admin/shipments,src/admin/ShipmentsAdmin.tsx:85,handleOpenAddCourier,button click,handleOpenAddCourier action,NONE,-,-,-,n,n,ORDER_VIEW
sales-operations,ShipmentsAdmin,/admin/shipments,src/admin/ShipmentsAdmin.tsx:103,handleOpenEditCourier,button click,handleOpenEditCourier action,NONE,-,-,-,n,n,ORDER_VIEW
sales-operations,ShipmentsAdmin,/admin/shipments,src/admin/ShipmentsAdmin.tsx:123,handleSaveCourier,form submit,handleSaveCourier action,NONE,showToast,-,-,n,y,ORDER_VIEW
sales-operations,ShipmentsAdmin,/admin/shipments,src/admin/ShipmentsAdmin.tsx:150,handleOpenDispatchModal,button click,handleOpenDispatchModal action,NONE,-,-,-,n,n,ORDER_VIEW
sales-operations,ShipmentsAdmin,/admin/shipments,src/admin/ShipmentsAdmin.tsx:157,handleExecuteDispatch,form submit,handleExecuteDispatch action,POST /api/courier/book,-,-,-,n,n,ORDER_VIEW
sales-operations,ShipmentsAdmin,/admin/shipments,src/admin/ShipmentsAdmin.tsx:192,handleSimulateWebhook,form submit,handleSimulateWebhook action,POST /api/courier/webhook,showToast,-,-,n,y,ORDER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:113,loadSupplierData,button click,loadSupplierData action,GET /api/suppliers,-,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:131,loadPurchaseOrders,called internally,loadPurchaseOrders action,GET /api/suppliers/purchase-orders/all,orders,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:141,useEffect@141,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:147,openSupplierDetail,button click,openSupplierDetail action,GET /api/suppliers/:x,-,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:168,handleCreateSupplier,form submit,handleCreateSupplier action,POST /api/suppliers,currentRole,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:219,handleCreatePo,form submit,handleCreatePo action,POST /api/suppliers/:x/purchase-orders,orders currentRole,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:266,handleMarkPoReceived,prop:onMarkPoReceived (child component),handleMarkPoReceived action,POST /api/suppliers/:x/pos/:x/delivery,currentRole,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:291,handleRecordPayment,form submit,handleRecordPayment action,NONE,currentRole,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:347,handleConfirmMfaPayment,form submit,handleConfirmMfaPayment action,NONE,-,-,-,n,n,SUPPLIER_VIEW
catalog-inventory,SuppliersAdmin,/admin/suppliers,src/admin/SuppliersAdmin.tsx:357,handleTogglePortal,button click,handleTogglePortal action,POST /api/suppliers/:x/toggle-portal,currentRole,-,-,n,n,SUPPLIER_VIEW
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:65,loadSecurityData,button click,loadSecurityData action,GET /api/security/users | GET /api/security/rate-limit/banned-ips,showToast,-,-,n,y,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:89,useEffect@89,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:94,handleCreateStaff,form submit,handleCreateStaff action,POST /api/security/users/create,currentRole showToast,-,-,n,y,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:130,handleUpdateRole,prop:onConfirm (child component),handleUpdateRole action,POST /api/security/users/update-role,currentRole showToast,-,-,n,y,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:156,handleToggleStatus,button click,handleToggleStatus action,POST /api/security/users/update-status,currentRole showToast,-,-,n,y,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:181,handleRevokeSession,button click,handleRevokeSession action,POST /api/security/sessions/revoke,currentRole showToast,-,-,n,y,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:204,handleUnbanIp,button click,handleUnbanIp action,POST /api/security/rate-limit/unban,currentRole showToast,-,-,n,y,USER_MANAGE
system-administration,UsersAdmin,/admin/users,src/admin/UsersAdmin.tsx:227,handleManualBan,form submit,handleManualBan action,POST /api/security/rate-limit/ban,currentRole showToast,-,-,n,y,USER_MANAGE
shared-component,AdminNotificationAlerts,(none),src/components/admin/AdminNotificationAlerts.tsx:51,useEffect@51,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,AdminNotificationAlerts,(none),src/components/admin/AdminNotificationAlerts.tsx:208,handleDismissAlert,button click,handleDismissAlert action,NONE,-,-,-,n,n,none
shared-component,AdminNotificationAlerts,(none),src/components/admin/AdminNotificationAlerts.tsx:213,handleDismissAll,button click,handleDismissAll action,NONE,showToast,-,-,n,y,none
shared-component,AdminNotificationAlerts,(none),src/components/admin/AdminNotificationAlerts.tsx:219,handleActionClick,button click,handleActionClick action,NONE,-,-,-,n,n,none
shared-component,AdminNotificationAlerts,(none),src/components/admin/AdminNotificationAlerts.tsx:225,handleSimulateUrgentAlert,button click,handleSimulateUrgentAlert action,NONE,orders showToast,-,-,n,y,none
shared-component,AdvancedSupplierLedgerModal,(none),src/components/admin/AdvancedSupplierLedgerModal.tsx:105,handleExportCsv,button click,handleExportCsv action,NONE,-,-,-,n,n,none
shared-component,AdvancedSupplierLedgerModal,(none),src/components/admin/AdvancedSupplierLedgerModal.tsx:130,handlePrint,button click,handlePrint action,NONE,-,-,-,n,n,none
shared-component,BusinessDocumentModal,(none),src/components/admin/BusinessDocumentModal.tsx:30,handlePrint,button click,handlePrint action,NONE,-,-,-,n,n,none
shared-component,BusinessDocumentModal,(none),src/components/admin/BusinessDocumentModal.tsx:34,handleDownloadJson,button click,handleDownloadJson action,NONE,-,-,-,n,n,none
shared-component,CreateCustomerModal,(none),src/components/admin/CreateCustomerModal.tsx:44,handleSubmit,form submit,handleSubmit action,POST /api/customers/:x/notes,customers showToast,-,-,n,y,none
shared-component,Customer360Modal,(none),src/components/admin/Customer360Modal.tsx:77,fetchCustomerDetails,button click,fetchCustomerDetails action,GET /api/customers/:x,customers,-,-,n,n,none
shared-component,Customer360Modal,(none),src/components/admin/Customer360Modal.tsx:175,useEffect@175,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,Customer360Modal,(none),src/components/admin/Customer360Modal.tsx:182,handleAddNote,form submit,handleAddNote action,POST /api/customers/:x/notes,customers currentRole showToast,-,-,n,y,none
shared-component,Customer360Modal,(none),src/components/admin/Customer360Modal.tsx:234,handleToggleTag,button click,handleToggleTag action,POST /api/customers/:x/tags,customers showToast,-,-,n,y,none
shared-component,Customer360Modal,(none),src/components/admin/Customer360Modal.tsx:259,handleStatusToggle,button click,handleStatusToggle action,PATCH /api/customers/:x/status,customers currentRole showToast,-,-,n,y,none
shared-component,CustomerQuickMessageModal,(none),src/components/admin/CustomerQuickMessageModal.tsx:31,useEffect@31,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,CustomerQuickMessageModal,(none),src/components/admin/CustomerQuickMessageModal.tsx:70,handleSubmit,form submit,handleSubmit action,POST /api/customers/:x/quick-communication,customers currentRole showToast,-,-,n,y,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:75,handlePresetSelect,button click,handlePresetSelect action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:93,handleYearChange,input change,handleYearChange action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:101,handleMonthChange,input change,handleMonthChange action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:110,handleWeekChange,input change,handleWeekChange action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:119,handleCustomDateChange,input change,handleCustomDateChange action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:128,handleReset,button click,handleReset action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:139,handleTriggerExcel,button click,handleTriggerExcel action,NONE,-,-,-,n,n,none
shared-component,DateRangeFilterBar,(none),src/components/admin/DateRangeFilterBar.tsx:148,handleTriggerCsv,button click,handleTriggerCsv action,NONE,-,-,-,n,n,none
shared-component,DateWiseDataHubModal,(none),src/components/admin/DateWiseDataHubModal.tsx:181,handleExportDomainExcel,button click,handleExportDomainExcel action,NONE,showToast,-,-,y,y,none
shared-component,DateWiseDataHubModal,(none),src/components/admin/DateWiseDataHubModal.tsx:265,handleExportDomainCsv,prop:onExportCsv (child component),handleExportDomainCsv action,NONE,showToast,-,-,y,y,none
shared-component,DateWiseDataHubModal,(none),src/components/admin/DateWiseDataHubModal.tsx:307,handleFileUpload,input change,handleFileUpload action,NONE,showToast,-,-,n,y,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:118,handlePhoneChange,input change,handlePhoneChange action,NONE,customers,-,-,n,n,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:139,handleDistrictChange,input change,handleDistrictChange action,NONE,-,-,-,n,n,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:151,handleAddItem,button click,handleAddItem action,NONE,-,-,-,n,n,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:200,handleRemoveItem,button click,handleRemoveItem action,NONE,-,-,-,n,n,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:205,handleUpdateQty,button click,handleUpdateQty action,NONE,-,-,-,n,n,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:211,handleUpdateCustomPrice,input change,handleUpdateCustomPrice action,NONE,-,-,-,n,n,none
shared-component,ManualOrderModal,(none),src/components/admin/ManualOrderModal.tsx:260,handleCreateOrder,button click,handleCreateOrder action,POST /api/orders/create,orders currentRole showToast,-,-,y,y,none
shared-component,OrderCourierDispatchModal,(none),src/components/admin/OrderCourierDispatchModal.tsx:63,useEffect@63,effect(mount/dep),data load / sync on mount or dependency change,GET /api/courier/config,-,-,-,n,n,none
shared-component,OrderCourierDispatchModal,(none),src/components/admin/OrderCourierDispatchModal.tsx:75,useEffect@75,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,OrderCourierDispatchModal,(none),src/components/admin/OrderCourierDispatchModal.tsx:116,handleTriggerDispatch,form submit,handleTriggerDispatch action,POST /api/courier/book,showToast,-,-,n,y,none
shared-component,OrderCourierDispatchModal,(none),src/components/admin/OrderCourierDispatchModal.tsx:163,handleCopyTracking,button click,handleCopyTracking action,NONE,showToast,-,-,n,y,none
shared-component,OrderLiveTrackingTimeline,(none),src/components/admin/OrderLiveTrackingTimeline.tsx:56,fetchLiveTracking,button click,fetchLiveTracking action,GET /api/courier/track/:x,-,-,-,n,n,none
shared-component,OrderLiveTrackingTimeline,(none),src/components/admin/OrderLiveTrackingTimeline.tsx:159,useEffect@159,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,OrderLiveTrackingTimeline,(none),src/components/admin/OrderLiveTrackingTimeline.tsx:164,handleSyncStatus,button click,handleSyncStatus action,NONE,-,-,-,n,n,none
shared-component,OrderLiveTrackingTimeline,(none),src/components/admin/OrderLiveTrackingTimeline.tsx:177,handleShareTrackingWhatsApp,button click,handleShareTrackingWhatsApp action,NONE,-,-,-,n,n,none
shared-component,ProductEditModal,(none),src/components/admin/ProductEditModal.tsx:63,useEffect@63,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,ProductEditModal,(none),src/components/admin/ProductEditModal.tsx:97,handleSubmit,form submit,handleSubmit action,NONE,categories,-,-,n,n,none
shared-component,SupplierAgreementsView,(none),src/components/admin/SupplierAgreementsView.tsx:41,loadAgreements,button click,loadAgreements action,GET /api/suppliers/agreements/all,showToast,-,-,n,y,none
shared-component,SupplierAgreementsView,(none),src/components/admin/SupplierAgreementsView.tsx:57,useEffect@57,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,SupplierAgreementsView,(none),src/components/admin/SupplierAgreementsView.tsx:61,openCreateModal,button click,openCreateModal action,NONE,-,-,-,n,n,none
shared-component,SupplierAgreementsView,(none),src/components/admin/SupplierAgreementsView.tsx:77,openEditModal,button click,openEditModal action,NONE,-,-,-,n,n,none
shared-component,SupplierAgreementsView,(none),src/components/admin/SupplierAgreementsView.tsx:93,handleSubmit,form submit,handleSubmit action,NONE,currentRole showToast,-,-,n,y,none
shared-component,SupplierAgreementsView,(none),src/components/admin/SupplierAgreementsView.tsx:137,handleDelete,button click,handleDelete action,DELETE /api/suppliers/agreements/:x,currentRole showToast,-,-,n,y,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:65,loadData,button click,loadData action,GET /api/suppliers/settlements/all,showToast,settlements,-,n,y,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:82,useEffect@82,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:87,handleSyncDeliveredOrders,button click,handleSyncDeliveredOrders action,POST /api/suppliers/eligible-sales/sync-delivered,orders currentRole showToast,-,-,n,y,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:109,openCreateModal,button click,openCreateModal action,NONE,-,-,-,n,n,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:128,handleGenerateSettlement,form submit,handleGenerateSettlement action,POST /api/suppliers/:x/settlements,currentRole showToast,settlements,-,n,y,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:159,handleApplyReturnAdjustment,form submit,handleApplyReturnAdjustment action,POST /api/suppliers/eligible-sales/adjust-return,currentRole showToast,-,-,n,y,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:190,handleUpdateStatus,button click,handleUpdateStatus action,PUT /api/suppliers/settlements/:x/status,currentRole showToast,settlements,-,n,y,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:212,openPayModal,button click,openPayModal action,NONE,-,-,-,n,n,none
shared-component,SupplierSettlementsView,(none),src/components/admin/SupplierSettlementsView.tsx:225,handleDisbursePayment,form submit,handleDisbursePayment action,POST /api/suppliers/settlements/:x/pay,currentRole showToast,settlements,-,n,y,none
shared-component,SupplyBatchesView,(none),src/components/admin/SupplyBatchesView.tsx:43,loadBatches,button click,loadBatches action,GET /api/suppliers/batches/all,showToast,-,-,n,y,none
shared-component,SupplyBatchesView,(none),src/components/admin/SupplyBatchesView.tsx:59,useEffect@59,effect(mount/dep),data load / sync on mount or dependency change,NONE,-,-,-,n,n,none
shared-component,SupplyBatchesView,(none),src/components/admin/SupplyBatchesView.tsx:63,openCreateModal,button click,openCreateModal action,NONE,products,-,-,n,n,none
shared-component,SupplyBatchesView,(none),src/components/admin/SupplyBatchesView.tsx:80,handleProductSelect,input change,handleProductSelect action,NONE,products,-,-,n,n,none
shared-component,SupplyBatchesView,(none),src/components/admin/SupplyBatchesView.tsx:90,handleSubmit,form submit,handleSubmit action,POST /api/suppliers/:x/batches,currentRole showToast,-,-,n,y,none
